SIC,SIC Title (and note),2002 NAICS,2002 NAICS Title
7941,Professional Sports Clubs and Promoters (sports promoters),711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
7941,Professional Sports Clubs and Promoters (sports agents),711410,"Agents and Managers for Artists, Athletes, Entertainers,  and Other Public Figures"
7948,"Racing, Including Track Operations (track operations)",711212,Racetracks
7948,"Racing, Including Track Operations  (except track operators)",711219,Other Spectator Sports
7991,Physical Fitness Facilities,713940,Fitness and Recreational Sports Centers
7992,Public Golf Courses,713910,Golf Courses and Country Clubs
7993,Coin-Operated Amusement Devices (amusement arcades),713120,Amusement Arcades
7993,Coin-Operated Amusement Devices (slot machine operators),713290,Other Gambling Industries
7993,Coin-Operated Amusement Devices (except amusement arcades and slot machine operators),713990,All Other Amusement and Recreation Industries
7996,Amusement Parks,713110,Amusement and Theme Parks
7997,Membership Sports and Recreation Clubs (flying clubs primarily providing a variety of flying services to the public using general purpose aircraft),481219,Other Nonscheduled Air Transportation
7997,Membership Sports and Recreation Clubs (flying fields operated by aviation clubs),488119,Other Airport Operations
7997,Membership Sports and Recreation Clubs (golf clubs),713910,Golf Courses and Country Clubs
7997,Membership Sports and Recreation Clubs (recreation clubs with facilities),713940,Fitness and Recreational Sports Centers
7997,Membership Sports and Recreation Clubs (recreation clubs without facilities),713990,All Other Amusement and Recreation Industries
7999,"Amusement and Recreation Services, NEC (scenic transport operations, land)",487110,"Scenic and Sightseeing Transportation, Land"
7999,"Amusement and Recreation Services, NEC (charter fishing)",487210,"Scenic and Sightseeing Transportation, Water"
7999,"Amusement and Recreation Services, NEC (aerial tramways, scenic and amusement)",487990,"Scenic and Sightseeing Transportation, Other"
7999,"Amusement and Recreation Services, NEC (canoe, pleasure boats, bicycles, motorcycles, moped, go carts, etc. rental)",532292,Recreational Goods Rental
7999,"Amusement and Recreation Services, NEC (ticket agencies)",561599,All Other Travel Arrangement and Reservation Services
7999,"Amusement and Recreation Services, NEC (baseball, basketball, bowling, gymnastic, judo, karate, parachute, scuba and skin diving, skating, ski, swimming, tennis, and other sports instruction; and sports instructional schools and camps)",611620,Sports and Recreation Instruction
7999,"Amusement and Recreation Services, NEC (bridge instruction, yoga instruction, and similar nonathletic instruction)",611699,All Other Miscellaneous Schools and Instruction
7999,"Amusement and Recreation Services, NEC (circus companies and traveling carnival shows)",711190,Other Performing Arts Companies
7999,"Amusement and Recreation Services, NEC (professional athletes)",711219,Other Spectator Sports
7999,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs with facilities)",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
7999,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs without facilities)",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
7999,"Amusement and Recreation Services, NEC (caverns and miscellaneous commercial parks)",712190,Nature Parks and Other Similar Institutions
7999,"Amusement and Recreation Services, NEC (casinos, except hotel casinos)",713210,Casinos (except Casino Hotels)
7999,"Amusement and Recreation Services, NEC (lottery, bingo, bookie, and other gambling operations)",713290,Other Gambling Industries
7999,"Amusement and Recreation Services, NEC (skiing facilities)",713920,Skiing Facilities
7999,"Amusement and Recreation Services, NEC (nonmembership fitness and recreational sports centers)",713940,Fitness and Recreational Sports Centers
7999,"Amusement and Recreation Services, NEC (except circuses, traveling carnivals, professional athletes, caverns and other commercial parks, skiing facilities, casinos and other gambling operations, nonmembership fitness and recreational sports centers, sports instruction, sports equipment rental, ticket agencies, charter fishing, state fairs, agriculture fairs, county fairs, operation of fishing lakes, phrenologists services, and amusement or scenic transport operations)",713990,All Other Amusement and Recreation Industries
7999,"Amusement and Recreation Services, NEC (phrenologists services)",812990,All Other Personal Services
8011,"Offices and Clinics of Doctors of Medicine (except mental health specialists, HMO medical centers, and ambulatory surgical and emergency centers)",621111,Offices of Physicians (except Mental Health Specialists)
8011,Offices and Clinics of Doctors of Medicine (mental health specialists),621112,"Offices of Physicians, Mental Health Specialists"
8011,Offices and Clinics of Doctors of Medicine (HMO Medical Centers),621491,HMO Medical Centers
8011,Offices and Clinics of Doctors of Medicine (ambulatory surgical and emergency centers),621493,Freestanding Ambulatory Surgical and Emergency Centers
8021,Offices and Clinics of Dentists,621210,Offices of Dentists
8031,Offices and Clinics of Doctors of Osteopathy (except mental health specialists) ,621111,Offices of Physicians (except Mental Health Specialists)
8031,Offices and Clinics of Doctors of Osteopathy (mental health specialists),621112,"Offices of Physicians, Mental Health Specialists"
8041,Offices and Clinics of Chiropractors,621310,Offices of Chiropractors
8042,Offices and Clinics of Optometrists,621320,Offices of Optometrists
8043,Offices and Clinics of Podiatrists,621391,Offices of Podiatrists
8049,"Offices and Clinics of Health Practitioners, NEC (mental health practitioners except physicians)",621330,Offices of Mental Health Practitioners (except Physicians)
8049,"Offices and Clinics of Health Practitioners, NEC (physical, occupational, recreational and speech therapists, and audiologists)",621340,"Offices of Physical, Occupational Speech Therapists, and Audiologists"
8049,"Offices and Clinics of Health Practitioners, NEC (except mental health practitioners, physical, occupational, speech therapists, and audiologists)",621399,Offices of All Other Miscellaneous Health Practitioners
8051,Skilled Nursing Care Facilities (except continuing care retirement communities and mental retardation hospitals),623110,Nursing Care Facilities
8051,Skilled Nursing Care Facilities (mental retardation hospitals),623210,Residential Mental Retardation Facilities
8051,Skilled Nursing Care Facilities (continuing care retirement communities),623311,Continuing Care Retirement Communities 
8052,Intermediate Care Facilities (except continuing care retirement communities and mental retardation facilities),623110,Nursing Care Facilities
8052,Intermediate Care Facilities (mental retardation facilities),623210,Residential Mental Retardation Facilities
8052,Intermediate Care Facilities (continuing care retirement communities) ,623311,Continuing Care Retirement Communities 
8059,"Nursing and Personal Care Facilities, NEC (except continuing care retirement communities, psychiatric convalescent homes with health care, and homes for the mentally retarded with health care)",623110,Nursing Care Facilities
8059,"Nursing and Personal Care Facilities, NEC (homes for the mentally retarded with health care)",623210,Residential Mental Retardation Facilities
8059,"Nursing and Personal Care Facilities, NEC (continuing care retirement communities)",623311,Continuing Care Retirement Communities 
8062,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals
8063,Psychiatric Hospitals,622210,Psychiatric and Substance Abuse Hospitals
8069,"Specialty Hospitals, Except Psychiatric (children’s hospitals)",622110,General Medical and Surgical Hospitals
8069,"Specialty Hospitals, Except Psychiatric (substance abuse hospitals)",622210,Psychiatric and Substance Abuse Hospitals
8069,"Specialty Hospitals, Except Psychiatric (except children’s and substance abuse hospitals) ",622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
8071,Medical Laboratories (except diagnostic imaging centers),621511,Medical Laboratories
8071,Medical Laboratories (diagnostic imaging centers),621512,Diagnostic Imaging Centers
8072,Dental Laboratories,339116,Dental Laboratories
8082,Home Health Care Services,621610,Home Health Care Services
8092,Kidney Dialysis Centers,621492,Kidney Dialysis Centers
8093,"Specialty Outpatient Facilities, NEC (respiratory therapy clinics and offices)",621399,Offices of All Other Miscellaneous Health Practitioners
